날짜 및 시간 : 2025-07-16 11:57:42, 내부 온도 : 18, 외부 온도 : 15, 내부 습도 : 57, 외부 광량 : 714, 내부 CO2농도 : 0.040, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:10:01, 내부 온도 : 24, 외부 온도 : 2, 내부 습도 : 54, 외부 광량 : 700, 내부 CO2농도 : 0.099, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:10:06, 내부 온도 : 29, 외부 온도 : 17, 내부 습도 : 54, 외부 광량 : 631, 내부 CO2농도 : 0.025, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:10:11, 내부 온도 : 29, 외부 온도 : 13, 내부 습도 : 51, 외부 광량 : 599, 내부 CO2농도 : 0.029, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:10:16, 내부 온도 : 24, 외부 온도 : 15, 내부 습도 : 60, 외부 광량 : 569, 내부 CO2농도 : 0.021, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:10:21, 내부 온도 : 22, 외부 온도 : 2, 내부 습도 : 55, 외부 광량 : 525, 내부 CO2농도 : 0.069, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:10:26, 내부 온도 : 27, 외부 온도 : 10, 내부 습도 : 60, 외부 광량 : 609, 내부 CO2농도 : 0.058, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:10:31, 내부 온도 : 28, 외부 온도 : 19, 내부 습도 : 57, 외부 광량 : 519, 내부 CO2농도 : 0.069, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:10:36, 내부 온도 : 22, 외부 온도 : 8, 내부 습도 : 51, 외부 광량 : 609, 내부 CO2농도 : 0.078, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:10:41, 내부 온도 : 30, 외부 온도 : 8, 내부 습도 : 58, 외부 광량 : 615, 내부 CO2농도 : 0.035, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:10:46, 내부 온도 : 20, 외부 온도 : 6, 내부 습도 : 52, 외부 광량 : 597, 내부 CO2농도 : 0.052, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:10:51, 내부 온도 : 21, 외부 온도 : 14, 내부 습도 : 59, 외부 광량 : 621, 내부 CO2농도 : 0.052, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:10:56, 내부 온도 : 28, 외부 온도 : 19, 내부 습도 : 50, 외부 광량 : 705, 내부 CO2농도 : 0.052, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:11:01, 내부 온도 : 24, 외부 온도 : 7, 내부 습도 : 58, 외부 광량 : 672, 내부 CO2농도 : 0.059, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:11:06, 내부 온도 : 26, 외부 온도 : 9, 내부 습도 : 55, 외부 광량 : 586, 내부 CO2농도 : 0.051, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:11:11, 내부 온도 : 26, 외부 온도 : 10, 내부 습도 : 53, 외부 광량 : 634, 내부 CO2농도 : 0.066, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:11:16, 내부 온도 : 21, 외부 온도 : 10, 내부 습도 : 50, 외부 광량 : 711, 내부 CO2농도 : 0.049, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:11:21, 내부 온도 : 22, 외부 온도 : 17, 내부 습도 : 50, 외부 광량 : 668, 내부 CO2농도 : 0.068, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:11:26, 내부 온도 : 25, 외부 온도 : 21, 내부 습도 : 56, 외부 광량 : 631, 내부 CO2농도 : 0.085, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:11:31, 내부 온도 : 25, 외부 온도 : 9, 내부 습도 : 60, 외부 광량 : 629, 내부 CO2농도 : 0.100, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:11:36, 내부 온도 : 20, 외부 온도 : 10, 내부 습도 : 57, 외부 광량 : 507, 내부 CO2농도 : 0.083, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:11:41, 내부 온도 : 29, 외부 온도 : 13, 내부 습도 : 50, 외부 광량 : 698, 내부 CO2농도 : 0.077, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:11:46, 내부 온도 : 26, 외부 온도 : 6, 내부 습도 : 60, 외부 광량 : 588, 내부 CO2농도 : 0.043, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:11:51, 내부 온도 : 27, 외부 온도 : 18, 내부 습도 : 52, 외부 광량 : 651, 내부 CO2농도 : 0.063, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:11:56, 내부 온도 : 21, 외부 온도 : 0, 내부 습도 : 51, 외부 광량 : 525, 내부 CO2농도 : 0.053, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:12:01, 내부 온도 : 30, 외부 온도 : 8, 내부 습도 : 50, 외부 광량 : 621, 내부 CO2농도 : 0.041, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:12:06, 내부 온도 : 21, 외부 온도 : 14, 내부 습도 : 53, 외부 광량 : 609, 내부 CO2농도 : 0.079, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:12:11, 내부 온도 : 29, 외부 온도 : 8, 내부 습도 : 52, 외부 광량 : 658, 내부 CO2농도 : 0.074, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:12:16, 내부 온도 : 23, 외부 온도 : 7, 내부 습도 : 53, 외부 광량 : 552, 내부 CO2농도 : 0.074, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:12:21, 내부 온도 : 24, 외부 온도 : 5, 내부 습도 : 56, 외부 광량 : 515, 내부 CO2농도 : 0.039, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:12:26, 내부 온도 : 24, 외부 온도 : 14, 내부 습도 : 50, 외부 광량 : 711, 내부 CO2농도 : 0.083, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:12:31, 내부 온도 : 26, 외부 온도 : 8, 내부 습도 : 53, 외부 광량 : 657, 내부 CO2농도 : 0.093, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:12:36, 내부 온도 : 25, 외부 온도 : 10, 내부 습도 : 50, 외부 광량 : 640, 내부 CO2농도 : 0.054, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:12:41, 내부 온도 : 29, 외부 온도 : 6, 내부 습도 : 56, 외부 광량 : 692, 내부 CO2농도 : 0.075, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:12:46, 내부 온도 : 23, 외부 온도 : 10, 내부 습도 : 55, 외부 광량 : 681, 내부 CO2농도 : 0.077, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:12:51, 내부 온도 : 18, 외부 온도 : 2, 내부 습도 : 54, 외부 광량 : 711, 내부 CO2농도 : 0.047, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:12:56, 내부 온도 : 29, 외부 온도 : 0, 내부 습도 : 50, 외부 광량 : 517, 내부 CO2농도 : 0.053, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:13:01, 내부 온도 : 22, 외부 온도 : 8, 내부 습도 : 54, 외부 광량 : 692, 내부 CO2농도 : 0.098, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:13:06, 내부 온도 : 21, 외부 온도 : 6, 내부 습도 : 53, 외부 광량 : 522, 내부 CO2농도 : 0.033, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:13:11, 내부 온도 : 22, 외부 온도 : 8, 내부 습도 : 60, 외부 광량 : 621, 내부 CO2농도 : 0.063, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:13:16, 내부 온도 : 24, 외부 온도 : 17, 내부 습도 : 53, 외부 광량 : 567, 내부 CO2농도 : 0.091, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:13:21, 내부 온도 : 20, 외부 온도 : 11, 내부 습도 : 58, 외부 광량 : 587, 내부 CO2농도 : 0.053, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:13:26, 내부 온도 : 29, 외부 온도 : 9, 내부 습도 : 56, 외부 광량 : 629, 내부 CO2농도 : 0.066, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:13:31, 내부 온도 : 19, 외부 온도 : 7, 내부 습도 : 52, 외부 광량 : 539, 내부 CO2농도 : 0.077, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:13:36, 내부 온도 : 19, 외부 온도 : 17, 내부 습도 : 56, 외부 광량 : 683, 내부 CO2농도 : 0.064, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:13:41, 내부 온도 : 25, 외부 온도 : 19, 내부 습도 : 57, 외부 광량 : 577, 내부 CO2농도 : 0.045, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:13:46, 내부 온도 : 28, 외부 온도 : 20, 내부 습도 : 55, 외부 광량 : 500, 내부 CO2농도 : 0.079, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:13:51, 내부 온도 : 19, 외부 온도 : 6, 내부 습도 : 55, 외부 광량 : 699, 내부 CO2농도 : 0.033, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:13:56, 내부 온도 : 30, 외부 온도 : 21, 내부 습도 : 57, 외부 광량 : 509, 내부 CO2농도 : 0.064, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:14:01, 내부 온도 : 23, 외부 온도 : 3, 내부 습도 : 60, 외부 광량 : 543, 내부 CO2농도 : 0.033, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:14:06, 내부 온도 : 18, 외부 온도 : 0, 내부 습도 : 59, 외부 광량 : 572, 내부 CO2농도 : 0.062, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:14:11, 내부 온도 : 23, 외부 온도 : 3, 내부 습도 : 59, 외부 광량 : 593, 내부 CO2농도 : 0.072, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:14:29, 내부 온도 : 23, 외부 온도 : 14, 내부 습도 : 57, 외부 광량 : 590, 내부 CO2농도 : 0.078, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:14:29, 내부 온도 : 24, 외부 온도 : 16, 내부 습도 : 51, 외부 광량 : 656, 내부 CO2농도 : 0.054, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:14:34, 내부 온도 : 21, 외부 온도 : 14, 내부 습도 : 51, 외부 광량 : 603, 내부 CO2농도 : 0.067, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:14:39, 내부 온도 : 22, 외부 온도 : 14, 내부 습도 : 50, 외부 광량 : 589, 내부 CO2농도 : 0.053, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:14:44, 내부 온도 : 30, 외부 온도 : 0, 내부 습도 : 57, 외부 광량 : 516, 내부 CO2농도 : 0.046, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:14:49, 내부 온도 : 19, 외부 온도 : 1, 내부 습도 : 54, 외부 광량 : 552, 내부 CO2농도 : 0.064, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:14:54, 내부 온도 : 22, 외부 온도 : 3, 내부 습도 : 60, 외부 광량 : 552, 내부 CO2농도 : 0.095, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:14:59, 내부 온도 : 28, 외부 온도 : 0, 내부 습도 : 58, 외부 광량 : 699, 내부 CO2농도 : 0.045, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:15:04, 내부 온도 : 18, 외부 온도 : 18, 내부 습도 : 50, 외부 광량 : 581, 내부 CO2농도 : 0.048, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:15:09, 내부 온도 : 26, 외부 온도 : 5, 내부 습도 : 54, 외부 광량 : 511, 내부 CO2농도 : 0.051, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:15:14, 내부 온도 : 28, 외부 온도 : 9, 내부 습도 : 50, 외부 광량 : 695, 내부 CO2농도 : 0.046, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:15:19, 내부 온도 : 28, 외부 온도 : 2, 내부 습도 : 50, 외부 광량 : 649, 내부 CO2농도 : 0.032, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:15:24, 내부 온도 : 30, 외부 온도 : 3, 내부 습도 : 56, 외부 광량 : 644, 내부 CO2농도 : 0.073, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:15:29, 내부 온도 : 23, 외부 온도 : 4, 내부 습도 : 56, 외부 광량 : 646, 내부 CO2농도 : 0.046, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:15:34, 내부 온도 : 28, 외부 온도 : 14, 내부 습도 : 58, 외부 광량 : 557, 내부 CO2농도 : 0.064, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:15:39, 내부 온도 : 22, 외부 온도 : 14, 내부 습도 : 57, 외부 광량 : 577, 내부 CO2농도 : 0.027, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:15:44, 내부 온도 : 20, 외부 온도 : 18, 내부 습도 : 60, 외부 광량 : 672, 내부 CO2농도 : 0.063, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:15:49, 내부 온도 : 23, 외부 온도 : 17, 내부 습도 : 60, 외부 광량 : 609, 내부 CO2농도 : 0.034, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:15:54, 내부 온도 : 24, 외부 온도 : 20, 내부 습도 : 51, 외부 광량 : 581, 내부 CO2농도 : 0.093, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:15:59, 내부 온도 : 24, 외부 온도 : 4, 내부 습도 : 52, 외부 광량 : 534, 내부 CO2농도 : 0.089, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:16:04, 내부 온도 : 27, 외부 온도 : 9, 내부 습도 : 51, 외부 광량 : 593, 내부 CO2농도 : 0.070, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:16:09, 내부 온도 : 30, 외부 온도 : 15, 내부 습도 : 50, 외부 광량 : 540, 내부 CO2농도 : 0.035, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:17:10, 내부 온도 : 29, 외부 온도 : 8, 내부 습도 : 54, 외부 광량 : 644, 내부 CO2농도 : 0.040, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:17:10, 내부 온도 : 25, 외부 온도 : 20, 내부 습도 : 50, 외부 광량 : 503, 내부 CO2농도 : 0.038, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:17:15, 내부 온도 : 29, 외부 온도 : 4, 내부 습도 : 59, 외부 광량 : 684, 내부 CO2농도 : 0.041, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:17:20, 내부 온도 : 19, 외부 온도 : 7, 내부 습도 : 54, 외부 광량 : 584, 내부 CO2농도 : 0.032, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:17:25, 내부 온도 : 18, 외부 온도 : 19, 내부 습도 : 60, 외부 광량 : 664, 내부 CO2농도 : 0.045, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:17:30, 내부 온도 : 27, 외부 온도 : 3, 내부 습도 : 54, 외부 광량 : 711, 내부 CO2농도 : 0.030, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:17:35, 내부 온도 : 18, 외부 온도 : 1, 내부 습도 : 57, 외부 광량 : 509, 내부 CO2농도 : 0.050, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:17:40, 내부 온도 : 18, 외부 온도 : 1, 내부 습도 : 57, 외부 광량 : 659, 내부 CO2농도 : 0.058, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:17:45, 내부 온도 : 26, 외부 온도 : 17, 내부 습도 : 56, 외부 광량 : 652, 내부 CO2농도 : 0.065, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:17:50, 내부 온도 : 27, 외부 온도 : 14, 내부 습도 : 55, 외부 광량 : 661, 내부 CO2농도 : 0.041, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:17:55, 내부 온도 : 23, 외부 온도 : 0, 내부 습도 : 53, 외부 광량 : 663, 내부 CO2농도 : 0.090, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:18:00, 내부 온도 : 26, 외부 온도 : 9, 내부 습도 : 55, 외부 광량 : 602, 내부 CO2농도 : 0.027, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:18:05, 내부 온도 : 25, 외부 온도 : 7, 내부 습도 : 54, 외부 광량 : 548, 내부 CO2농도 : 0.034, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:18:10, 내부 온도 : 26, 외부 온도 : 5, 내부 습도 : 51, 외부 광량 : 553, 내부 CO2농도 : 0.033, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:18:15, 내부 온도 : 18, 외부 온도 : 13, 내부 습도 : 52, 외부 광량 : 555, 내부 CO2농도 : 0.037, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:18:20, 내부 온도 : 28, 외부 온도 : 6, 내부 습도 : 52, 외부 광량 : 531, 내부 CO2농도 : 0.067, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:18:25, 내부 온도 : 19, 외부 온도 : 0, 내부 습도 : 54, 외부 광량 : 631, 내부 CO2농도 : 0.078, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:18:30, 내부 온도 : 20, 외부 온도 : 5, 내부 습도 : 57, 외부 광량 : 575, 내부 CO2농도 : 0.092, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:18:35, 내부 온도 : 28, 외부 온도 : 2, 내부 습도 : 51, 외부 광량 : 649, 내부 CO2농도 : 0.094, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:18:40, 내부 온도 : 21, 외부 온도 : 20, 내부 습도 : 60, 외부 광량 : 523, 내부 CO2농도 : 0.067, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:18:45, 내부 온도 : 18, 외부 온도 : 15, 내부 습도 : 58, 외부 광량 : 514, 내부 CO2농도 : 0.039, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:18:50, 내부 온도 : 23, 외부 온도 : 4, 내부 습도 : 60, 외부 광량 : 635, 내부 CO2농도 : 0.043, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:18:55, 내부 온도 : 26, 외부 온도 : 0, 내부 습도 : 54, 외부 광량 : 662, 내부 CO2농도 : 0.100, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:19:00, 내부 온도 : 28, 외부 온도 : 11, 내부 습도 : 55, 외부 광량 : 652, 내부 CO2농도 : 0.053, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:19:05, 내부 온도 : 28, 외부 온도 : 12, 내부 습도 : 50, 외부 광량 : 664, 내부 CO2농도 : 0.062, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:19:10, 내부 온도 : 28, 외부 온도 : 2, 내부 습도 : 57, 외부 광량 : 628, 내부 CO2농도 : 0.099, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:19:15, 내부 온도 : 29, 외부 온도 : 5, 내부 습도 : 59, 외부 광량 : 628, 내부 CO2농도 : 0.078, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:19:20, 내부 온도 : 21, 외부 온도 : 5, 내부 습도 : 51, 외부 광량 : 659, 내부 CO2농도 : 0.072, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:19:25, 내부 온도 : 22, 외부 온도 : 8, 내부 습도 : 53, 외부 광량 : 683, 내부 CO2농도 : 0.033, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:19:30, 내부 온도 : 24, 외부 온도 : 13, 내부 습도 : 54, 외부 광량 : 507, 내부 CO2농도 : 0.059, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:19:35, 내부 온도 : 25, 외부 온도 : 13, 내부 습도 : 54, 외부 광량 : 555, 내부 CO2농도 : 0.087, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:19:40, 내부 온도 : 26, 외부 온도 : 16, 내부 습도 : 55, 외부 광량 : 634, 내부 CO2농도 : 0.097, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:19:45, 내부 온도 : 19, 외부 온도 : 11, 내부 습도 : 54, 외부 광량 : 693, 내부 CO2농도 : 0.055, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:19:50, 내부 온도 : 27, 외부 온도 : 19, 내부 습도 : 50, 외부 광량 : 502, 내부 CO2농도 : 0.064, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:19:55, 내부 온도 : 28, 외부 온도 : 17, 내부 습도 : 59, 외부 광량 : 503, 내부 CO2농도 : 0.094, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:20:00, 내부 온도 : 24, 외부 온도 : 18, 내부 습도 : 56, 외부 광량 : 704, 내부 CO2농도 : 0.092, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:20:05, 내부 온도 : 18, 외부 온도 : 0, 내부 습도 : 51, 외부 광량 : 587, 내부 CO2농도 : 0.098, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:20:10, 내부 온도 : 28, 외부 온도 : 11, 내부 습도 : 53, 외부 광량 : 649, 내부 CO2농도 : 0.075, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:20:15, 내부 온도 : 25, 외부 온도 : 11, 내부 습도 : 55, 외부 광량 : 579, 내부 CO2농도 : 0.036, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:20:20, 내부 온도 : 23, 외부 온도 : 12, 내부 습도 : 60, 외부 광량 : 574, 내부 CO2농도 : 0.075, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:20:25, 내부 온도 : 24, 외부 온도 : 19, 내부 습도 : 57, 외부 광량 : 671, 내부 CO2농도 : 0.059, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:20:30, 내부 온도 : 24, 외부 온도 : 2, 내부 습도 : 57, 외부 광량 : 702, 내부 CO2농도 : 0.080, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:20:35, 내부 온도 : 26, 외부 온도 : 7, 내부 습도 : 51, 외부 광량 : 572, 내부 CO2농도 : 0.100, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:20:40, 내부 온도 : 30, 외부 온도 : 5, 내부 습도 : 55, 외부 광량 : 618, 내부 CO2농도 : 0.097, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:20:45, 내부 온도 : 25, 외부 온도 : 1, 내부 습도 : 56, 외부 광량 : 701, 내부 CO2농도 : 0.069, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:20:50, 내부 온도 : 28, 외부 온도 : 17, 내부 습도 : 59, 외부 광량 : 596, 내부 CO2농도 : 0.026, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:20:55, 내부 온도 : 27, 외부 온도 : 9, 내부 습도 : 50, 외부 광량 : 508, 내부 CO2농도 : 0.058, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 13:21:01, 내부 온도 : 21, 외부 온도 : 20, 내부 습도 : 54, 외부 광량 : 638, 내부 CO2농도 : 0.079, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 13:21:06, 내부 온도 : 27, 외부 온도 : 4, 내부 습도 : 50, 외부 광량 : 688, 내부 CO2농도 : 0.096, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:21:11, 내부 온도 : 29, 외부 온도 : 20, 내부 습도 : 51, 외부 광량 : 543, 내부 CO2농도 : 0.022, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:21:16, 내부 온도 : 19, 외부 온도 : 9, 내부 습도 : 60, 외부 광량 : 605, 내부 CO2농도 : 0.081, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 13:21:21, 내부 온도 : 30, 외부 온도 : 20, 내부 습도 : 50, 외부 광량 : 620, 내부 CO2농도 : 0.050, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 13:21:26, 내부 온도 : 27, 외부 온도 : 12, 내부 습도 : 55, 외부 광량 : 643, 내부 CO2농도 : 0.037, 내부 O2농도 : 5
